,uav1_x,uav1_y,uav1_z,uav2_x,uav2_y,uav2_z,uav3_x,uav3_y,uav3_z,uav4_x,uav4_y,uav4_z,uav5_x,uav5_y,uav5_z,uav6_x,uav6_y,uav6_z,uav7_x,uav7_y,uav7_z,uav8_x,uav8_y,uav8_z,uav9_x,uav9_y,uav9_z
84,-5.713147425719689,7.01582294195879,29.982531035085515,64.90436882972314,6.985306300146779,30.001879945880738,57.00998287253505,64.28436978990788,29.994046751917942,-8.934224529981256,72.0981255677024,30.023066910416336,-50.48382926836121,89.02766640487951,30.033051161509373,-49.95468618263021,23.015303210370707,30.02660528778068,-85.15497411132863,-42.95132843360492,30.02636568314928,15.369648841883075,-43.00160779688643,30.02192464025837,75.74523405655364,-43.01136149923246,30.01157818155376
85,-8.286157791884362,6.800544858122488,29.997827315976586,62.36536268109821,6.992239530805078,29.999792542204652,57.002780061651265,62.84205482179473,29.99219165954809,-8.998335390452871,69.8368957493159,29.998252355105187,-47.94919421975983,89.02985282075241,30.007146100850562,-47.33823402338228,23.01854036746904,30.029643775243173,-82.63087028763844,-42.99847188206806,30.01898126825342,17.85367154617384,-42.998879381339876,30.02452563253466,78.08997446623198,-43.010128143553445,30.02542497331374
86,-9.009216242382628,4.885419767137801,30.032091949550093,59.33465525948996,7.085609763890849,29.997269521351523,57.03546532762855,61.266067428167936,30.003330253665307,-9.014288150429463,66.98832580922955,29.972857872148065,-44.90728919191604,89.1773905156786,29.997761915904377,-44.368830772190734,23.13528354254255,29.992367251684193,-79.63014916324957,-43.00961153597516,30.005753779129112,20.82279435219242,-42.87882659974793,29.9907671137839,80.97928423203071,-43.003242489714964,30.000097745083554
87,-9.06954041132522,1.8887390680463347,29.988035473329294,57.16542590845541,6.1511921013098885,30.002576991434047,56.602300778535025,59.59688485501549,29.977344721202787,-9.02571934387212,63.93953465196182,29.969034118893763,-42.99943413006607,87.96242206227613,30.00002544728215,-42.9285918087392,21.601814487929893,30.006227635522475,-76.72130192821176,-43.01524642992365,29.983786083095072,22.89156958300014,-43.82223385297611,29.992360325757158,83.8896077408756,-43.00847552268128,30.009467456775823
88,-9.011164706236446,-0.8627731215547294,29.988552970803344,57.01527104131628,3.714356452770632,30.000078376411768,57.84748030794379,57.93808021290432,29.969988693586206,-9.015522482914287,61.21969371712021,29.99534014265801,-42.92957132192011,85.49263556916048,29.994315638935586,-42.91567984148056,18.958653430842517,29.98175200762076,-73.90275844423654,-43.01458597246204,29.995853987952138,23.070986492224947,-46.433259982934516,30.016907789072672,86.8652973883842,-42.87837635606674,29.999684095761378
89,-9.017624434117215,-3.7213645720983033,29.993469345759458,56.94699791856077,0.8582263675747213,29.973907316543933,61.0866899098845,56.97985517808223,29.91147817964704,-9.082604016680435,58.293897717962935,29.982592084834334,-42.983246733177474,82.60800602043768,29.98801970446428,-43.00549647231027,16.104652473924013,29.98200324208462,-71.0094942518727,-43.01053148505613,29.99056243123355,23.077579123035456,-49.18181091570569,30.01180079535843,88.93165686412605,-43.8089070560714,30.028605326243206
90,-9.14414101452993,-6.73861611179744,29.988306081243657,56.999901647015164,-1.9649363926252341,29.97185723438605,65.347879093552,56.937277171013676,29.89302495433628,-7.5831669205103145,56.925922647861874,30.043112579390023,-42.991511689761964,79.80490794934344,29.99651930016757,-42.98849818855264,13.288276232169784,30.00287166161046,-68.01993498600895,-43.00840251288145,29.977373913106167,23.02164611377897,-52.156281115091936,29.993840298349696,89.08148522862932,-46.35874183302434,30.02470770708405
91,-8.33982771207921,-8.78831969732846,30.041691574062042,57.00939510996733,-4.752738476398684,30.00462513870983,69.47651705679192,56.98142879625222,29.95204214834793,-4.862687687347147,56.9512119794306,29.98481895701115,-42.99943140167126,76.96090817230935,29.980748061172974,-42.978521010372006,10.357908334996532,29.987223083728512,-65.20484105355861,-43.01351219194166,30.005078034744365,22.99745678868533,-54.86730202960724,29.99831572675415,89.08144390003824,-49.23575515376199,29.993693116935685
92,-5.894150762446848,-9.004574817759494,30.000085234901505,56.94309843453294,-7.701400112289768,29.987397734873667,73.66821952908982,56.97867131791251,29.97759506081582,-2.020883888458788,56.97848350456897,29.95963101752019,-43.017214856104744,74.12473916868728,29.96453693740192,-43.195639903067374,7.719808260704177,29.975457000857965,-62.43817901582172,-43.00259806626845,29.99971245217569,23.072991243456432,-57.81380322777124,29.97383173677799,89.03405220379116,-52.01442021706272,29.988305735678143
93,-2.997903566736475,-9.059844591234745,29.96569879119636,58.53320485025022,-9.114055596894508,30.06059357954087,78.00814076052039,56.976589008508796,29.99034707682123,0.88700935708424,56.97124182128863,29.97702781093366,-44.78296548367288,72.83853649515619,30.0171435506946,-45.298676863790114,6.895912202827753,30.02400382847566,-59.319318572883795,-43.007951105761606,29.994612035823494,21.4285540252748,-59.15461108678414,30.006552534302376,89.03706184142092,-54.986303426995306,29.99554239647534
94,0.06873546325726303,-9.030889527667156,29.982459287163422,61.32814432105498,-9.037112015305192,29.98677808502011,82.21135483405374,56.976898577790045,30.014084516136165,3.8346607358633573,56.97079873676878,30.004627374966955,-47.62516735347227,72.93710919970218,29.984323341418662,-48.22056611673879,6.918285397282292,29.98587242743014,-56.573501563977615,-43.0199902205855,29.991769096630797,18.60610513089867,-59.0929833220346,29.99943260791261,89.01300890272323,-57.9279207869961,29.987013184585294
95,2.7881769263358,-9.042891822249066,30.009745597830445,64.05579670009169,-9.05389607385398,29.999124045802528,86.36811939920148,56.994549906445755,30.00512508589647,6.6339893288605785,56.97166304117943,30.018112613174754,-50.454766932619826,73.0221965683581,29.990433145658674,-51.00604642986925,7.035397564687979,29.98628198285951,-53.772437109712584,-43.00031707892529,30.00474252567806,15.933960543450363,-58.984504948820096,29.98589305134148,87.38676612217743,-59.162223397414586,30.04258772482789
96,5.664226259072091,-9.031848575711283,30.00667621786315,67.01652000774926,-9.044113061844678,29.994032749541006,88.8003233871062,56.301684738549774,30.069206228120457,9.533567857093528,56.97595867217302,30.004168987317133,-53.387306236066195,73.01346193871674,30.008213032434043,-53.87006045490364,6.989820873335966,30.015139353403995,-50.86688323966643,-43.006932713284314,30.03040529108385,12.945068130653215,-59.02745464326174,30.008770436175826,84.59970417147996,-59.100800127075416,30.002833908614512
