sim_time, uav1/rotor_1_joint?0/velocity
119.292, 45.2289
119.296, 45.1806
119.3, 45.1488
119.304, 45.1674
119.308, 45.2154
119.312, 45.3189
119.316, 45.4802
119.32, 45.5972
119.324, 45.751
119.328, 45.8971
119.332, 46.0376
119.336, 46.1396
119.34, 46.1792
119.344, 46.208
119.348, 46.2007
119.352, 46.1852
119.356, 46.1534
119.36, 46.0892
119.364, 46.0159
119.368, 45.9534
119.372, 45.8631
119.376, 45.7768
119.38, 45.6847
119.384, 45.5783
119.388, 45.4784
119.392, 45.3933
119.396, 45.3207
119.4, 45.2589
119.404, 45.1969
119.408, 45.1533
119.412, 45.1441
119.416, 45.0805
119.42, 45.0263
119.424, 45.008
119.428, 45.0306
119.432, 45.0471
119.436, 45.0763
119.44, 45.1318
119.444, 45.2066
119.448, 45.3125
119.452, 45.4238
119.456, 45.5046
119.46, 45.5976
119.464, 45.6652
119.468, 45.7142
119.472, 45.7154
119.476, 45.7163
119.48, 45.7073
119.484, 45.6904
119.488, 45.6296
119.492, 45.5498
119.496, 45.4634
119.5, 45.3804
119.504, 45.2911
119.508, 45.1964
119.512, 45.0879
119.516, 44.9861
119.52, 44.9087
119.524, 44.8613
119.528, 44.8023
119.532, 44.7427
119.536, 44.7012
119.54, 44.6845
119.544, 44.6795
119.548, 44.6752
119.552, 44.7029
119.556, 44.7574
119.56, 44.8314
119.564, 44.9022
119.568, 44.9709
119.572, 45.0552
119.576, 45.0992
119.58, 45.1311
119.584, 45.1543
119.588, 45.1448
119.592, 45.1181
119.596, 45.0676
119.6, 45.0245
119.604, 44.9692
119.608, 44.9035
119.612, 44.829
119.616, 44.7561
119.62, 44.6755
119.624, 44.5975
119.628, 44.5125
119.632, 44.4493
119.636, 44.4048
119.64, 44.3668
119.644, 44.3437
119.648, 44.3334
119.652, 44.3342
119.656, 44.3348
119.66, 44.4385
119.664, 44.5653
119.668, 44.709
119.672, 44.8305
119.676, 44.9188
119.68, 45
119.684, 45.0934
119.688, 45.144
119.692, 45.1464
119.696, 45.1288
119.7, 45.0952
119.704, 45.0387
119.708, 44.9441
119.712, 44.8357
119.716, 44.7154
119.72, 44.585
119.724, 44.474
119.728, 44.3514
119.732, 44.2285
119.736, 44.1237
119.74, 44.0715
119.744, 44.0457
119.748, 44.0329
119.752, 44.0472
119.756, 44.1091
119.76, 44.1713
119.764, 44.2509
119.768, 44.3086
119.772, 44.3678
119.776, 44.4279
119.78, 44.506
119.784, 44.5626
119.788, 44.6038
119.792, 44.6165
119.796, 44.6122
119.8, 44.6085
119.804, 44.6054
119.808, 44.6027
119.812, 44.554
119.816, 44.4939
119.82, 44.4242
119.824, 44.3555
119.828, 44.2783
119.832, 44.194
119.836, 44.1129
119.84, 44.053
119.844, 44.002
119.848, 43.9586
119.852, 43.9216
119.856, 43.89
119.86, 43.8817
119.864, 43.9202
119.868, 43.9825
119.872, 44.0449
119.876, 44.0903
119.88, 44.1576
119.884, 44.2581
119.888, 44.3311
119.892, 44.3841
119.896, 44.4225
119.9, 44.4505
119.904, 44.4536
119.908, 44.4558
119.912, 44.4382
119.916, 44.4045
119.92, 44.3666
119.924, 44.3249
119.928, 44.2709
119.932, 44.2063
119.936, 44.1419
119.94, 44.0778
119.944, 44.051
119.948, 44.0375
119.952, 44.026
119.956, 44.0068
119.96, 43.9906
119.964, 44.0165
119.968, 44.0353
119.972, 44.1177
119.976, 44.1948
119.98, 44.2679
119.984, 44.3383
119.988, 44.3893
119.992, 44.4264
119.996, 44.4533
120, 44.4729
120.004, 44.5043
120.008, 44.5099
120.012, 44.5028
120.016, 44.4782
120.02, 44.448
120.024, 44.4408
120.028, 44.416
120.032, 44.3671
120.036, 44.3255
120.04, 44.2899
120.044, 44.269
120.048, 44.2418
120.052, 44.2186
120.056, 44.1989
120.06, 44.1821
120.064, 44.1678
120.068, 44.1796
120.072, 44.2226
120.076, 44.2366
120.08, 44.2468
120.084, 44.2713
120.088, 44.3064
120.092, 44.3491
120.096, 44.3972
120.1, 44.4494
120.104, 44.4873
120.108, 44.5148
120.112, 44.5176
120.116, 44.5196
120.12, 44.5111
120.124, 44.5149
120.128, 44.5177
120.132, 44.5002
120.136, 44.4667
120.14, 44.429
120.144, 44.3967
120.148, 44.3507
120.152, 44.3115
120.156, 44.2873
120.16, 44.2668
120.164, 44.2585
120.168, 44.2627
120.172, 44.2658
120.176, 44.268
120.18, 44.304
120.184, 44.3474
120.188, 44.3788
120.192, 44.4189
120.196, 44.448
120.2, 44.4863
120.204, 44.5141
120.208, 44.5172
120.212, 44.5193
120.216, 44.5381
120.22, 44.5517
120.224, 44.5617
120.228, 44.5688
120.232, 44.5624
120.236, 44.5476
120.24, 44.535
120.244, 44.515
120.248, 44.4887
120.252, 44.4755
120.256, 44.4736
120.26, 44.4626
120.264, 44.444
120.268, 44.4282
120.272, 44.4376
120.276, 44.4616
120.28, 44.479
120.284, 44.4917
120.288, 44.5181
120.292, 44.5544
120.296, 44.5809
120.3, 44.6172
120.304, 44.6436
120.308, 44.6628
120.312, 44.6939
120.316, 44.6994
120.32, 44.6922
120.324, 44.6861
120.328, 44.6809
120.332, 44.6672
120.336, 44.6462
120.34, 44.6191
120.344, 44.5867
120.348, 44.5683
120.352, 44.5738
120.356, 44.5777
120.36, 44.57
120.364, 44.5541
120.368, 44.5498
120.372, 44.5603
120.376, 44.5851
120.38, 44.6032
120.384, 44.6163
120.388, 44.6429
120.392, 44.6623
120.396, 44.6764
120.4, 44.6727
120.404, 44.6694
120.408, 44.6667
120.412, 44.6644
120.416, 44.6624
120.42, 44.6764
120.424, 44.6867
120.428, 44.7113
120.432, 44.7292
120.436, 44.7269
120.44, 44.7064
120.444, 44.6889
120.448, 44.6833
120.452, 44.6785
120.456, 44.6744
120.46, 44.6709
120.464, 44.6587
120.468, 44.639
120.472, 44.6222
120.476, 44.6078
120.48, 44.5864
120.484, 44.5681
120.488, 44.5525
120.492, 44.5485
120.496, 44.5593
120.5, 44.5844
120.504, 44.6027
120.508, 44.6005
120.512, 44.5987
120.516, 44.613
120.52, 44.6234
120.524, 44.6481
120.528, 44.6489
120.532, 44.6495
120.536, 44.6499
120.54, 44.6674
120.544, 44.6801
120.548, 44.7065
120.552, 44.7085
120.556, 44.7
120.56, 44.6834
120.564, 44.6693
120.568, 44.6573
120.572, 44.6378
120.576, 44.6212
120.58, 44.607
120.584, 44.5949
120.588, 44.5661
120.592, 44.5322
120.596, 44.5033
120.6, 44.4787
120.604, 44.467
120.608, 44.4663
120.612, 44.4658
120.616, 44.4653
120.62, 44.4989
120.624, 44.5405
120.628, 44.5536
120.632, 44.563
120.636, 44.5699
120.64, 44.5921
120.644, 44.6082
120.648, 44.6371
120.652, 44.658
120.656, 44.657
120.66, 44.6468
120.664, 44.6479
120.668, 44.6391
120.672, 44.5851
120.676, 44.5298
120.68, 44.4827
120.684, 44.4426
120.688, 44.4177
120.692, 44.3871
120.696, 44.3611
120.7, 44.339
120.704, 44.3108
120.708, 44.2961
120.712, 44.2928
120.716, 44.322
120.72, 44.3777
120.724, 44.4009
120.728, 44.4177
120.732, 44.4471
120.736, 44.4857
120.74, 44.5309
120.744, 44.5465
120.748, 44.5434
120.752, 44.5407
120.756, 44.5536
120.76, 44.5494
120.764, 44.5366
120.768, 44.5163
120.772, 44.4898
120.776, 44.4578
120.78, 44.4214
120.784, 44.3903
120.788, 44.3638
120.792, 44.3412
120.796, 44.322
120.8, 44.3149
120.804, 44.2996
120.808, 44.2679
120.812, 44.2502
120.816, 44.2352
120.82, 44.2458
120.824, 44.2707
120.828, 44.2716
120.832, 44.2894
120.836, 44.3196
120.84, 44.3586
120.844, 44.4042
120.848, 44.4201
120.852, 44.4317
120.856, 44.4573
120.86, 44.4587
