sim_time, uav1/rotor_3_joint?0/velocity
387.46, -47.1811
387.464, -47.0763
387.468, -46.9684
387.472, -46.8579
387.476, -46.7638
387.48, -46.6836
387.484, -46.6338
387.488, -46.6006
387.492, -46.5817
387.496, -46.5862
387.5, -46.6066
387.504, -46.6559
387.508, -46.7604
387.512, -46.9567
387.516, -47.0993
387.52, -47.2201
387.524, -47.4281
387.528, -47.5793
387.532, -47.6891
387.536, -47.7688
387.54, -47.7751
387.544, -47.7404
387.548, -47.6923
387.552, -47.6326
387.556, -47.554
387.56, -47.4684
387.564, -47.3862
387.568, -47.2884
387.572, -47.1771
387.576, -47.0823
387.58, -46.9922
387.584, -46.9154
387.588, -46.8592
387.592, -46.83
387.596, -46.8236
387.6, -46.8479
387.604, -46.8656
387.608, -46.93
387.612, -47.0112
387.616, -47.1045
387.62, -47.2239
387.624, -47.3966
387.628, -47.522
387.632, -47.6131
387.636, -47.748
387.64, -47.8632
387.644, -47.9297
387.648, -47.9607
387.652, -47.9544
387.656, -47.9211
387.66, -47.8648
387.664, -47.7798
387.668, -47.7166
387.672, -47.6442
387.676, -47.5547
387.68, -47.497
387.684, -47.4386
387.688, -47.3888
387.692, -47.3463
387.696, -47.2916
387.7, -47.2449
387.704, -47.2573
387.708, -47.3178
387.712, -47.3618
387.716, -47.411
387.72, -47.5326
387.724, -47.6382
387.728, -47.7149
387.732, -47.7706
387.736, -47.8454
387.74, -47.8997
387.744, -47.922
387.748, -47.9122
387.752, -47.8945
387.756, -47.8515
387.76, -47.7871
387.764, -47.7322
387.768, -47.6389
387.772, -47.5223
387.776, -47.423
387.78, -47.3198
387.784, -47.2318
387.788, -47.1569
387.792, -47.0837
387.796, -47.0306
387.8, -46.9854
387.804, -46.9469
387.808, -46.914
387.812, -46.9046
387.816, -46.9069
387.82, -46.9774
387.824, -47.0629
387.828, -47.1251
387.832, -47.2046
387.836, -47.2796
387.84, -47.3856
387.844, -47.4798
387.848, -47.531
387.852, -47.5338
387.856, -47.5256
387.86, -47.5093
387.864, -47.4769
387.868, -47.4944
387.872, -47.4735
387.876, -47.4372
387.88, -47.3876
387.884, -47.3268
387.888, -47.275
387.892, -47.138
387.896, -47.0118
387.9, -46.8951
387.904, -46.8327
387.908, -46.7518
387.912, -46.6828
387.916, -46.624
387.92, -46.5739
387.924, -46.5498
387.928, -46.5292
387.932, -46.5117
387.936, -46.506
387.94, -46.5315
387.944, -46.5844
387.948, -46.6228
387.952, -46.6679
387.956, -46.7006
387.96, -46.6949
387.964, -46.69
387.968, -46.6393
387.972, -46.5869
387.976, -46.5143
387.98, -46.4339
387.984, -46.3653
387.988, -46.2976
387.992, -46.2307
387.996, -46.1365
388, -46.0376
388.004, -45.9347
388.008, -45.8471
388.012, -45.7631
388.016, -45.6823
388.02, -45.6134
388.024, -45.564
388.028, -45.5311
388.032, -45.5032
388.036, -45.4886
388.04, -45.4855
388.044, -45.515
388.048, -45.4709
388.052, -45.4425
388.056, -45.4183
388.06, -45.4162
388.064, -45.3866
388.068, -45.3614
388.072, -45.3492
388.076, -45.348
388.08, -45.3635
388.084, -45.3602
388.088, -45.2089
388.092, -45.0705
388.096, -44.9525
388.1, -44.8521
388.104, -44.7479
388.108, -44.6777
388.112, -44.5622
388.116, -44.4637
388.12, -44.3797
388.124, -44.3175
388.128, -44.2644
388.132, -44.2192
388.136, -44.1343
388.14, -44.0712
388.144, -44.0174
388.148, -43.9715
388.152, -43.9417
388.156, -43.9256
388.16, -43.9346
388.164, -43.9928
388.168, -44.0006
388.172, -44.0063
388.176, -43.99
388.18, -43.9668
388.184, -43.9655
388.188, -43.9645
388.192, -43.9636
388.196, -43.9536
388.2, -43.9171
388.204, -43.8768
388.208, -43.8517
388.212, -43.8304
388.216, -43.8029
388.22, -43.7702
388.224, -43.7052
388.228, -43.6497
388.232, -43.6118
388.236, -43.5795
388.24, -43.5055
388.244, -43.4425
388.248, -43.3888
388.252, -43.343
388.256, -43.3132
388.26, -43.2786
388.264, -43.2491
388.268, -43.2332
388.272, -43.2426
388.276, -43.2666
388.28, -43.284
388.284, -43.2723
388.288, -43.3053
388.292, -43.3294
388.296, -43.3812
388.3, -43.436
388.304, -43.493
388.308, -43.4782
388.312, -43.4656
388.316, -43.4456
388.32, -43.4285
388.324, -43.3954
388.328, -43.3672
388.332, -43.3338
388.336, -43.3054
388.34, -43.272
388.344, -43.2434
388.348, -43.2099
388.352, -43.1812
388.356, -43.1568
388.36, -43.1361
388.364, -43.1376
388.368, -43.156
388.372, -43.1539
388.376, -43.1521
388.38, -43.1665
388.384, -43.1629
388.388, -43.1598
388.392, -43.1721
388.396, -43.2154
388.4, -43.2641
388.404, -43.3166
388.408, -43.3548
388.412, -43.3653
388.416, -43.3729
388.42, -43.3957
388.424, -43.4294
388.428, -43.4241
388.432, -43.4195
388.436, -43.4156
388.44, -43.4267
388.444, -43.4348
388.448, -43.4008
388.452, -43.3718
388.456, -43.3379
388.46, -43.3368
388.464, -43.3695
388.468, -43.3932
388.472, -43.4277
388.476, -43.4871
388.48, -43.5302
388.484, -43.5444
388.488, -43.5718
388.492, -43.5918
388.496, -43.6235
388.5, -43.6809
388.504, -43.7226
388.508, -43.7204
388.512, -43.7093
388.516, -43.709
388.52, -43.7259
388.524, -43.7553
388.528, -43.7767
388.532, -43.7758
388.536, -43.775
388.54, -43.791
388.544, -43.8198
388.548, -43.8408
388.552, -43.856
388.556, -43.8526
388.56, -43.8405
388.564, -43.8302
388.568, -43.8311
388.572, -43.8662
388.576, -43.9089
388.58, -43.9227
388.584, -43.9671
388.588, -43.9994
388.592, -44.0056
388.596, -44.0102
388.6, -44.0479
388.604, -44.058
388.608, -44.0826
388.612, -44.1005
388.616, -44.1307
388.62, -44.1526
388.624, -44.1857
388.628, -44.2269
388.632, -44.2569
388.636, -44.2959
388.64, -44.3241
388.644, -44.3963
388.648, -44.4487
388.652, -44.4695
388.656, -44.4847
388.66, -44.5129
388.664, -44.5162
388.668, -44.5186
388.672, -44.4824
388.676, -44.4794
388.68, -44.5091
388.684, -44.5307
388.688, -44.5299
388.692, -44.5199
388.696, -44.5114
388.7, -44.5042
388.704, -44.5443
388.708, -44.6079
388.712, -44.6713
388.716, -44.7345
388.72, -44.7804
388.724, -44.8138
388.728, -44.8552
388.732, -44.8853
388.736, -44.9415
388.74, -44.9823
388.744, -44.9948
388.748, -45.0039
388.752, -44.9981
388.756, -45.0063
388.76, -45.0122
388.764, -45.0053
388.768, -44.99
388.772, -44.9678
388.776, -44.9396
388.78, -44.9063
388.784, -44.8779
388.788, -44.8722
388.792, -44.8805
388.796, -44.8866
388.8, -44.891
388.804, -44.9114
388.808, -44.9433
388.812, -44.9838
388.816, -45.0132
388.82, -45.0689
388.824, -45.1266
388.828, -45.1856
388.832, -45.263
388.836, -45.3363
388.84, -45.3896
388.844, -45.411
388.848, -45.4438
388.852, -45.4381
388.856, -45.4463
388.86, -45.4402
388.864, -45.435
388.868, -45.3842
388.872, -45.3502
388.876, -45.3119
388.88, -45.2793
388.884, -45.2422
388.888, -45.2013
388.892, -45.1479
388.896, -45.121
388.9, -45.1073
388.904, -45.0957
388.908, -45.095
388.912, -45.1284
388.916, -45.1526
388.92, -45.2046
388.924, -45.2596
388.928, -45.3167
388.932, -45.3754
388.936, -45.418
388.94, -45.4317
388.944, -45.4417
388.948, -45.4489
388.952, -45.4424
388.956, -45.4277
388.96, -45.4058
388.964, -45.3964
388.968, -45.3606
388.972, -45.33
388.976, -45.2947
388.98, -45.2646
388.984, -45.2204
388.988, -45.1735
388.992, -45.1335
388.996, -45.1087
389, -45.0782
389.004, -45.0523
