sim_time, uav1/rotor_1_joint?0/velocity
386.776, 45.5964
386.78, 46.1107
386.784, 46.5358
386.788, 46.8961
386.792, 46.7124
386.796, 46.5745
386.8, 46.4662
386.804, 46.3647
386.808, 46.1667
386.812, 45.9517
386.816, 45.6756
386.82, 45.4404
386.824, 45.2492
386.828, 45.1328
386.832, 45.0706
386.836, 45.0929
386.84, 45.2294
386.844, 45.449
386.848, 45.746
386.852, 45.6303
386.856, 45.6154
386.86, 45.9702
386.864, 46.331
386.868, 46.6274
386.872, 46.8943
386.876, 47.1396
386.88, 47.3694
386.884, 47.6223
386.888, 47.8748
386.892, 48.0581
386.896, 48.1568
386.9, 48.1597
386.904, 48.1423
386.908, 48.0996
386.912, 47.9518
386.916, 47.7981
386.92, 47.6393
386.924, 47.4761
386.928, 47.3371
386.932, 47.1814
386.936, 47.1138
386.94, 47.0747
386.944, 47.0692
386.948, 47.1982
386.952, 47.4122
386.956, 47.7397
386.96, 48.0807
386.964, 48.3799
386.968, 48.6488
386.972, 48.8784
386.976, 49.1999
386.98, 49.4506
386.984, 49.6327
386.988, 49.6788
386.992, 49.5763
386.996, 49.4425
387, 49.2636
387.004, 49.0461
387.008, 48.805
387.012, 48.5439
387.016, 48.2749
387.02, 48.0086
387.024, 47.7632
387.028, 47.6561
387.032, 47.5926
387.036, 47.6645
387.04, 47.8199
387.044, 48.1907
387.048, 48.46
387.052, 48.9307
387.056, 49.3757
387.06, 49.9052
387.064, 50.2554
387.068, 50.5096
387.072, 50.6427
387.076, 50.6704
387.08, 50.5606
387.084, 50.3834
387.088, 50.1303
387.092, 49.9147
387.096, 49.5266
387.1, 49.1125
387.104, 48.6853
387.108, 48.2748
387.112, 47.8972
387.116, 47.5568
387.12, 47.2667
387.124, 47.0566
387.128, 46.924
387.132, 46.876
387.136, 46.9722
387.14, 47.2313
387.144, 47.6086
387.148, 48.0374
387.152, 48.5035
387.156, 48.9796
387.16, 49.4113
387.164, 49.7935
387.168, 50.0883
387.172, 50.2679
387.176, 50.1619
387.18, 50.0252
387.184, 49.8437
387.188, 49.689
387.192, 49.4087
387.196, 49.077
387.2, 48.5714
387.204, 48.2523
387.208, 47.9524
387.212, 47.5761
387.216, 47.2648
387.22, 46.953
387.224, 46.7431
387.228, 46.7035
387.232, 46.83
387.236, 47.111
387.24, 47.5215
387.244, 48.0431
387.248, 48.8346
387.252, 49.7534
387.256, 50.5925
387.26, 51.3738
387.264, 52.0787
387.268, 52.5906
387.272, 52.8935
387.276, 52.9414
387.28, 52.8393
387.284, 52.5945
387.288, 52.2002
387.292, 51.6784
387.296, 51.1503
387.3, 50.6259
387.304, 50.0119
387.308, 49.3679
387.312, 48.6985
387.316, 48.0538
387.32, 47.5137
387.324, 47.0348
387.328, 46.7289
387.332, 46.4496
387.336, 46.2672
387.34, 46.1861
387.344, 46.2301
387.348, 46.4169
387.352, 46.7073
387.356, 47.1245
387.36, 47.5651
387.364, 47.9882
387.368, 48.3986
387.372, 48.7482
387.376, 49.0192
387.38, 49.1644
387.384, 49.201
387.388, 48.9925
387.392, 48.7313
387.396, 48.388
387.4, 48.0025
387.404, 47.5627
387.408, 47.095
387.412, 46.6222
387.416, 46.1729
387.42, 45.7436
387.424, 45.387
387.428, 45.1017
387.432, 44.8957
387.436, 44.7479
387.44, 44.6963
387.444, 44.7869
387.448, 44.9215
387.452, 45.1739
387.456, 45.4089
387.46, 45.7343
387.464, 45.9706
387.468, 46.2281
387.472, 46.5011
387.476, 46.7854
387.48, 47.0262
387.484, 47.201
387.488, 47.3108
387.492, 47.3561
387.496, 47.346
387.5, 47.3002
387.504, 47.2241
387.508, 47.0014
387.512, 46.8302
387.516, 46.6378
387.52, 46.4367
387.524, 46.2839
387.528, 46.0887
387.532, 45.913
387.536, 45.7726
387.54, 45.6437
387.544, 45.5431
387.548, 45.4296
387.552, 45.3422
387.556, 45.2863
387.56, 45.285
387.564, 45.3346
387.568, 45.3878
387.572, 45.478
387.576, 45.6295
387.58, 45.8255
387.584, 46.0367
387.588, 46.19
387.592, 46.3185
387.596, 46.4291
387.6, 46.5265
387.604, 46.5629
387.608, 46.5493
387.612, 46.5099
387.616, 46.4577
387.62, 46.4225
387.624, 46.453
387.628, 46.4371
387.632, 46.4049
387.636, 46.4574
387.64, 46.461
387.644, 46.4532
387.648, 46.458
387.652, 46.4505
387.656, 46.4349
387.66, 46.4123
387.664, 46.3745
387.668, 46.3836
387.672, 46.3686
387.676, 46.3279
387.68, 46.3211
387.684, 46.2781
387.688, 46.2322
387.692, 46.1931
387.696, 46.1133
387.7, 46.0268
387.704, 45.9624
387.708, 45.8889
387.712, 45.7984
387.716, 45.6841
387.72, 45.5961
387.724, 45.5117
387.728, 45.4398
387.732, 45.3786
387.736, 45.3357
387.74, 45.2898
387.744, 45.2414
387.748, 45.1909
387.752, 45.1386
387.756, 45.0662
387.76, 45.0045
387.764, 44.952
387.768, 44.8979
387.772, 44.8239
387.776, 44.8276
387.78, 44.8303
387.784, 44.822
387.788, 44.8606
387.792, 44.923
387.796, 44.9856
387.8, 45.0482
387.804, 45.0937
387.808, 45.1267
387.812, 45.2023
387.816, 45.2572
387.82, 45.3658
387.824, 45.4791
387.828, 45.5614
387.832, 45.5695
387.836, 45.5541
387.84, 45.633
387.844, 45.6559
387.848, 45.6463
387.852, 45.6195
387.856, 45.5596
387.86, 45.4807
387.864, 45.3856
387.868, 45.4247
387.872, 45.3935
387.876, 45.3391
387.88, 45.2742
387.884, 45.2095
387.888, 45.1544
387.892, 45.0054
387.896, 44.8599
387.9, 44.7173
387.904, 44.6701
387.908, 44.5741
387.912, 44.4831
387.916, 44.4055
387.92, 44.3393
387.924, 44.2923
387.928, 44.2708
387.932, 44.2712
387.936, 44.2887
387.94, 44.3358
387.944, 44.37
387.948, 44.4121
387.952, 44.4426
387.956, 44.4648
387.96, 44.4809
387.964, 44.5098
387.968, 44.484
387.972, 44.4621
387.976, 44.462
387.98, 44.4619
387.984, 44.4619
387.988, 44.4525
387.992, 44.4446
387.996, 44.5524
388, 44.6479
388.004, 44.7344
388.008, 44.8489
388.012, 44.9664
388.016, 45.069
388.02, 45.1606
388.024, 45.2272
388.028, 45.2584
388.032, 45.2638
388.036, 45.2566
388.04, 45.2227
388.044, 45.1752
388.048, 45.014
388.052, 44.8581
388.056, 44.716
388.06, 44.5764
388.064, 44.4852
388.068, 44.3983
388.072, 44.433
388.076, 44.527
388.08, 44.6468
388.084, 44.7683
388.088, 44.6116
388.092, 44.5154
388.096, 44.4706
388.1, 44.4417
388.104, 44.417
388.108, 44.4812
388.112, 44.4042
388.116, 44.3759
388.12, 44.417
388.124, 44.6188
388.128, 44.8342
388.132, 45.0594
388.136, 45.1714
388.14, 45.3387
388.144, 45.4773
388.148, 45.6641
388.152, 45.8341
388.156, 45.9747
388.16, 46.094
388.164, 46.1807
388.168, 46.2264
388.172, 46.2257
388.176, 46.2591
388.18, 46.2351
388.184, 46.1867
388.188, 46.127
388.192, 46.0389
388.196, 45.936
388.2, 45.8483
388.204, 45.755
388.208, 45.657
388.212, 45.5548
388.216, 45.4678
388.22, 45.3843
388.224, 45.3039
388.228, 45.2447
388.232, 45.2129
388.236, 45.195
388.24, 45.1426
388.244, 45.1258
388.248, 45.1681
388.252, 45.1988
388.256, 45.3243
388.26, 45.4155
388.264, 45.4645
388.268, 45.5172
388.272, 45.6071
388.276, 45.7068
388.28, 45.7792
388.284, 45.7519
388.288, 45.7604
388.292, 45.7544
388.296, 45.7307
388.3, 45.692
388.304, 45.6312
388.308, 45.5422
388.312, 45.4663
388.316, 45.4017
388.32, 45.3559
