time,rad_s
77.888,-50.8323
77.892,-51.0309
77.896,-51.1064
77.9,-51.0802
77.904,-50.993
77.908,-50.8443
77.912,-50.6341
77.916,-50.3714
77.92,-50.0732
77.924,-49.7542
77.928,-49.4173
77.932,-49.0838
77.936,-48.7625
77.94,-48.3587
77.944,-50.1459
77.948,-51.4793
77.952,-52.2067
77.956,-51.545
77.96,-51.0268
77.964,-50.5574
77.968,-50.1667
77.972,-49.6573
77.976,-49.1211
77.98,-48.5899
77.984,-48.1001
77.988,-47.757
77.992,-47.4647
77.996,-47.197
78.0,-47.006
78.004,-46.8619
78.008,-46.8133
78.012,-46.8914
78.016,-46.8013
78.02,-46.7986
78.024,-46.9322
78.028,-47.1668
78.032,-47.4748
78.036,-47.8188
78.04,-48.1546
78.044,-48.4844
78.048,-48.81
78.052,-49.0807
78.056,-49.2601
78.06,-49.3904
78.064,-49.4678
78.068,-49.4724
78.072,-49.4185
78.076,-49.3075
78.08,-49.1666
78.084,-49.0836
78.088,-48.9572
78.092,-49.6177
78.096,-50.0632
78.1,-50.3351
78.104,-50.0611
78.108,-49.8089
78.112,-49.5754
78.116,-49.3485
78.12,-49.1181
78.124,-48.6524
78.128,-48.1162
78.132,-47.6314
78.136,-47.2089
78.14,-46.8582
78.144,-46.5686
78.148,-46.1733
78.152,-45.6135
78.156,-45.2105
78.16,-44.8671
78.164,-44.5095
78.168,-44.2882
78.172,-44.1926
78.176,-44.2482
78.18,-44.495
78.184,-45.1729
78.188,-45.8889
78.192,-46.6152
78.196,-47.1426
78.2,-46.8759
78.204,-46.7132
78.208,-46.6117
78.212,-46.5345
78.216,-46.4501
78.22,-46.3504
78.224,-46.2655
78.228,-46.156
78.232,-46.0534
78.236,-45.966
78.24,-45.8915
78.244,-45.8095
78.248,-45.7396
78.252,-46.0421
78.256,-46.3478
78.26,-46.6043
78.264,-46.8078
78.268,-46.99
78.272,-47.1395
78.276,-47.2653
78.28,-48.8528
78.284,-48.8884
78.288,-49.2576
78.292,-49.4915
78.296,-49.627
78.3,-49.6566
78.304,-49.6125
78.308,-49.4821
78.312,-49.2689
78.316,-48.9851
78.32,-48.6505
78.324,-48.291
78.328,-47.9012
78.332,-47.5226
78.336,-47.1628
78.34,-46.8375
78.344,-46.5697
78.348,-46.3879
78.352,-46.2886
78.356,-46.2783
78.36,-46.3824
78.364,-46.5956
78.368,-46.7505
78.372,-47.0177
78.376,-47.5214
78.38,-48.042
78.384,-48.5232
78.388,-48.9414
78.392,-49.3312
78.396,-52.0734
78.4,-54.3926
78.404,-55.6812
78.408,-56.548
78.412,-56.5353
78.416,-56.824
78.42,-56.7983
78.424,-56.5998
78.428,-56.1986
78.432,-55.6247
78.436,-55.2287
78.44,-54.7428
78.444,-54.2824
78.448,-53.8345
78.452,-53.4343
78.456,-53.4729
78.46,-53.8281
78.464,-54.2926
78.468,-54.888
78.472,-56.0083
78.476,-57.1319
78.48,-58.223
78.484,-59.2391
78.488,-60.1489
78.492,-60.8784
78.496,-61.4082
78.5,-61.7928
78.504,-61.7579
78.508,-61.5144
78.512,-61.121
78.516,-60.5722
78.52,-59.8816
78.524,-59.0425
78.528,-58.1231
78.532,-57.2097
78.536,-56.292
78.54,-55.4821
78.544,-54.7548
78.548,-54.1443
78.552,-53.6704
78.556,-53.2387
78.56,-52.9912
78.564,-52.7804
78.568,-52.981
78.572,-53.7628
78.576,-54.5713
78.58,-55.4851
78.584,-56.355
78.588,-57.1759
78.592,-57.8579
78.596,-58.336
78.6,-58.3189
78.604,-58.1648
78.608,-57.8569
78.612,-57.3995
78.616,-56.768
78.62,-55.9606
78.624,-55.031
78.628,-54.0068
78.632,-52.9205
78.636,-51.8462
78.64,-50.7728
78.644,-49.7743
78.648,-48.8679
78.652,-48.0861
78.656,-47.4571
78.66,-47.014
78.664,-46.7756
78.668,-46.6745
78.672,-46.807
78.676,-47.0751
78.68,-47.4762
78.684,-48.0769
78.688,-48.7882
78.692,-49.5284
78.696,-50.2207
78.7,-50.8438
78.704,-51.3477
78.708,-51.7135
78.712,-51.9446
78.716,-51.8772
78.72,-51.6617
78.724,-51.3759
78.728,-51.021
78.732,-50.5793
78.736,-50.073
78.74,-49.5209
78.744,-48.9669
78.748,-48.4206
78.752,-47.9273
78.756,-47.6184
78.76,-47.3828
78.764,-47.0242
78.768,-46.8022
78.772,-46.7244
78.776,-46.8253
78.78,-47.1395
78.784,-47.5914
78.788,-48.1777
78.792,-48.8786
78.796,-49.6628
78.8,-50.4386
78.804,-51.191
78.808,-51.8921
78.812,-52.4699
78.816,-52.9067
78.82,-53.2239
78.824,-53.4369
78.828,-53.4367
78.832,-53.3344
78.836,-53.1359
78.84,-52.846
78.844,-52.4691
78.848,-52.083
78.852,-51.5963
78.856,-51.126
78.86,-50.651
78.864,-50.237
78.868,-49.8747
78.872,-49.5938
78.876,-49.4937
78.88,-49.5076
78.884,-49.7585
78.888,-50.1643
78.892,-50.6827
78.896,-51.2139
78.9,-51.8406
78.904,-52.2958
78.908,-52.867
78.912,-53.4023
78.916,-53.8083
78.92,-54.0686
78.924,-54.1029
78.928,-54.0793
78.932,-54.0035
78.936,-53.846
78.94,-53.6005
78.944,-53.2985
78.948,-53.1527
78.952,-52.9447
78.956,-52.6562
78.96,-52.3733
78.964,-52.1322
78.968,-51.9082
78.972,-51.7265
78.976,-51.6365
78.98,-51.5877
78.984,-51.5275
78.988,-51.5226
78.992,-51.4256
78.996,-51.3895
79.0,-51.4357
79.004,-51.5552
79.008,-51.4815
79.012,-51.4652
79.016,-51.5081
79.02,-51.5736
79.024,-51.7073
79.028,-51.8732
79.032,-52.0453
79.036,-52.2219
79.04,-52.4189
79.044,-52.6137
79.048,-52.7895
79.052,-52.9173
79.056,-53.0101
79.06,-52.8609
79.064,-52.7153
79.068,-52.4984
79.072,-52.2856
79.076,-52.002
79.08,-51.7139
79.084,-51.4034
79.088,-51.1387
79.092,-50.9131
79.096,-50.7302
79.1,-50.6208
79.104,-50.5276
79.108,-50.6041
79.112,-50.6597
79.116,-50.8204
79.12,-50.9543
79.124,-51.1031
79.128,-51.3144
79.132,-51.5538
79.136,-51.5363
79.14,-51.5213
79.144,-51.4529
79.148,-51.3946
79.152,-51.3171
79.156,-51.3068
79.16,-51.2887
79.164,-51.264
79.168,-51.2151
79.172,-50.9969
79.176,-50.811
79.18,-50.6525
79.184,-50.5081
79.188,-50.3479
79.192,-50.202
79.196,-49.9012
79.2,-49.6542
79.204,-49.453
79.208,-49.3
79.212,-49.1883
79.216,-49.1303
79.22,-49.1274
79.224,-49.2431
79.228,-49.4131
79.232,-49.7084
79.236,-49.9916
79.24,-50.3349
79.244,-50.6702
79.248,-50.8965
79.252,-51.1123
79.256,-51.2691
79.26,-51.3829
79.264,-51.4141
79.268,-51.2313
79.272,-51.0198
79.276,-50.7466
79.28,-50.4488
79.284,-50.1299
79.288,-49.7375
79.292,-49.338
79.296,-48.9047
79.3,-48.5263
79.304,-48.2038
79.308,-47.9104
79.312,-47.6418
79.316,-47.4781
79.32,-47.4129
79.324,-47.4818
79.328,-47.721
79.332,-47.9635
79.336,-48.3287
79.34,-48.6456
79.344,-49.0305
79.348,-49.4475
79.352,-49.3976
79.356,-49.3734
79.36,-49.3622
79.364,-49.3342
79.368,-49.2825
79.372,-49.2384
79.376,-49.173
79.38,-49.2071
79.384,-49.2147
79.388,-49.2083
79.392,-49.1935
79.396,-49.1809
79.4,-49.2127
79.404,-49.2065
79.408,-49.192
79.412,-49.1704
79.416,-49.1521
79.42,-49.053
79.424,-48.9778
79.428,-48.8766
79.432,-48.7625
79.436,-48.7302
79.44,-48.6841
79.444,-48.6077
79.448,-48.5334
79.452,-48.4514
79.456,-48.3723
79.46,-48.3143
79.464,-48.2555
79.468,-48.2242
79.472,-48.1696
79.476,-48.1417
79.48,-48.0528
79.484,-48.0049
79.488,-47.9826
79.492,-47.9728
79.496,-48.0606
79.5,-48.1416
79.504,-48.1832
79.508,-48.2478
79.512,-48.3464
79.516,-48.4696
79.52,-48.4732
79.524,-48.4931
79.528,-48.5075
79.532,-48.5352
79.536,-48.5552
79.54,-48.4888
79.544,-48.4136
79.548,-48.3309
79.552,-48.279
79.556,-48.2256
79.56,-48.1615
79.564,-48.1255
79.568,-48.0948
79.572,-48.0781
79.576,-48.2063
79.58,-48.2479
79.584,-48.2952
79.588,-48.3467
79.592,-48.4357
79.596,-48.5691
79.6,-48.6832
79.604,-48.7488
79.608,-48.7793
79.612,-48.7356
79.616,-48.6891
79.62,-48.6309
79.624,-48.5535
79.628,-48.5526
79.632,-48.5518
79.636,-48.5325
79.64,-48.4974
79.644,-48.4582
79.648,-48.4155
79.652,-48.3698
79.656,-48.368
79.66,-48.3665
79.664,-48.5361
79.668,-48.6938
79.672,-48.7911
79.676,-48.8963
79.68,-49.007
79.684,-49.0702
79.688,-49.0817
79.692,-49.1587
79.696,-49.2147
79.7,-49.1903
79.704,-49.1508
79.708,-49.0986
79.712,-49.0077
79.716,-48.8838
79.72,-48.7505
79.724,-48.609
79.728,-48.4699
79.732,-48.3978
79.736,-48.3271
79.74,-48.2574
79.744,-48.198
79.748,-48.1566
79.752,-48.1399
79.756,-48.148
79.76,-48.1539
79.764,-48.1469
79.768,-48.153
79.772,-48.1747
79.776,-48.2076
79.78,-48.5927
79.784,-48.8897
79.788,-49.1053
79.792,-49.2446
79.796,-49.3457
79.8,-49.6943
79.804,-49.9302
79.808,-50.0327
79.812,-50.0264
79.816,-50.1368
79.82,-50.1244
79.824,-50.0953
79.828,-49.9868
79.832,-49.8109
79.836,-49.5775
79.84,-49.3043
79.844,-49.0715
79.848,-48.7338
79.852,-48.5667
79.856,-48.3776
79.86,-48.1607
79.864,-47.9759
79.868,-47.8184
79.872,-47.7028
79.876,-47.6414
79.88,-47.7511
79.884,-47.8996
79.888,-48.0762
79.892,-48.2044
79.896,-48.3835
79.9,-48.5994
79.904,-48.7734
79.908,-49.0029
79.912,-49.1696
79.916,-49.2562
79.92,-49.2847
79.924,-49.2309
79.928,-49.1479
79.932,-48.9379
79.936,-48.7126
79.94,-48.4649
79.944,-48.2073
79.948,-47.9599
79.952,-47.7212
79.956,-47.4806
79.96,-47.5825
79.964,-47.6564
79.968,-47.7271
79.972,-47.8129
79.976,-47.9612
79.98,-48.1377
79.984,-48.3176
79.988,-48.4826
79.992,-48.6196
79.996,-48.8395
80.0,-48.9818
80.004,-49.0336
80.008,-48.9981
80.012,-48.94
80.016,-48.8533
80.02,-48.7795
80.024,-48.6702
80.028,-48.5214
80.032,-48.3482
80.036,-48.1635
80.04,-47.9783
80.044,-47.7925
80.048,-47.6156
80.052,-47.4648
80.056,-47.327
80.06,-47.2188
80.064,-47.1452
80.068,-47.1666
80.072,-47.2166
80.076,-47.3045
80.08,-47.4544
80.084,-47.9244
80.088,-48.3345
80.092,-48.6839
80.096,-48.9719
80.1,-49.1983
80.104,-49.225
80.108,-49.3131
80.112,-49.3255
80.116,-49.2932
80.12,-49.2007
80.124,-49.0847
80.128,-48.8838
80.132,-48.657
80.136,-48.408
80.14,-48.1587
80.144,-47.8813
80.148,-47.6449
80.152,-47.4341
80.156,-47.2544
80.16,-47.1012
80.164,-46.9985
80.168,-46.976
80.172,-47.0265
80.176,-47.2008
80.18,-47.4479
80.184,-47.7649
80.188,-48.1155
80.192,-48.3702
80.196,-48.6411
80.2,-48.8893
80.204,-49.0868
80.208,-49.1958
80.212,-49.2233
80.216,-49.1969
80.22,-49.128
80.224,-49.0229
80.228,-48.887
80.232,-48.7154
80.236,-48.5043
80.24,-48.3244
80.244,-48.1061
80.248,-47.8923
80.252,-47.71
80.256,-47.5361
80.26,-47.4064
80.264,-47.3145
80.268,-47.2547
80.272,-47.2502
80.276,-47.3463
80.28,-47.5365
80.284,-47.7607
80.288,-47.9922
80.292,-48.1433
80.296,-48.3218
80.3,-48.4858
80.304,-48.6221
80.308,-48.7038
80.312,-48.7976
80.316,-48.8312
80.32,-48.8384
80.324,-48.8134
80.328,-48.755
80.332,-48.6681
80.336,-48.5569
80.34,-48.4623
80.344,-48.3259
80.348,-48.1818
80.352,-48.0498
80.356,-47.9743
80.36,-47.91
80.364,-47.8645
80.368,-47.8442
80.372,-47.7991
80.376,-47.7886
80.38,-47.8579
80.384,-47.9771
80.388,-48.1325
80.392,-48.2797
80.396,-48.2835
80.4,-48.2862
80.404,-48.3054
80.408,-48.3365
80.412,-48.3763
80.416,-48.3733
80.42,-48.3522
80.424,-48.3157
80.428,-48.2845
80.432,-48.2487
80.436,-48.1997
80.44,-48.158
80.444,-48.1131
80.448,-48.0749
80.452,-48.0423
80.456,-48.0145
80.46,-47.9815
80.464,-47.9627
80.468,-47.9466
80.472,-47.9051
80.476,-47.879
80.48,-47.8754
80.484,-47.8723
80.488,-47.919
80.492,-47.9002
80.496,-47.8843
80.5,-47.8934
80.504,-47.9172
80.508,-47.9688
80.512,-47.9613
80.516,-47.9664
80.52,-47.9702
80.524,-47.9729
80.528,-47.9921
80.532,-48.0232
80.536,-48.0076
80.54,-47.9943
80.544,-47.9829
80.548,-47.9826
80.552,-47.9992
80.556,-47.9686
80.56,-47.9332
80.564,-47.9123
80.568,-47.8945
80.572,-47.8886
80.576,-47.8965
80.58,-47.9883
80.584,-48.0721
80.588,-48.1845
80.592,-48.2834
80.596,-48.3724
80.6,-48.4198
80.604,-48.3642
80.608,-48.3167
80.612,-48.2298
80.616,-48.1372
80.62,-48.049
80.624,-47.9738
80.628,-47.9098
80.632,-47.8552
80.636,-47.7622
80.64,-47.6923
80.644,-47.6327
80.648,-47.6098
80.652,-47.6253
80.656,-47.7225
80.66,-47.8103
80.664,-47.8075
80.668,-47.8548
80.672,-47.9235
80.676,-47.9225
80.68,-47.9555
80.684,-47.9966
80.688,-48.0437
80.692,-48.0342
80.696,-48.0262
80.7,-48.0101
80.704,-47.9964
80.708,-47.9754
80.712,-47.9575
80.716,-47.8958
80.72,-47.9189
80.724,-47.9356
80.728,-47.9477
80.732,-47.9565
80.736,-47.9507
80.74,-47.9586
80.744,-47.9816
80.748,-47.9983
80.752,-47.9955
80.756,-47.9932
80.76,-48.0239
80.764,-48.0462
80.768,-48.0796
80.772,-48.121
80.776,-48.1339
80.78,-48.1296
80.784,-48.1167
80.788,-48.1479
80.792,-48.1706
80.796,-48.1609
80.8,-48.1434
80.804,-48.1284
80.808,-48.1064
80.812,-48.0412
80.816,-47.9856
80.82,-47.929
80.824,-47.8714
80.828,-47.8131
80.832,-47.7727
80.836,-47.7475
80.84,-47.7075
80.844,-47.6826
80.848,-47.781
80.852,-47.8525
80.856,-47.9044
80.86,-47.9765
80.864,-48.0632
80.868,-48.2982
80.872,-48.486
80.876,-48.4296
80.88,-48.3815
80.884,-48.3592
80.888,-48.3308
80.892,-48.2881
80.896,-48.1867
80.9,-48.1095
80.904,-48.0252
80.908,-47.9533
80.912,-47.8921
80.916,-47.8771
80.92,-47.7993
80.924,-47.7423
80.928,-47.7029
80.932,-47.6787
80.936,-47.6488
80.94,-47.6326
80.944,-47.693
80.948,-47.7712
80.952,-47.8624
80.956,-47.9803
80.96,-48.0658
80.964,-48.2655
80.968,-48.2902
80.972,-48.2812
80.976,-48.2736
80.98,-48.2671
80.984,-48.2913
80.988,-48.2822
80.992,-48.2559
80.996,-48.1963
81.0,-48.1827
81.004,-48.1711
81.008,-48.1426
81.012,-48.0905
81.016,-48.0275
81.02,-48.0313
81.024,-48.034
81.028,-48.036
81.032,-47.9532
81.036,-47.8641
81.04,-47.7974
81.044,-48.019
81.048,-48.1799
81.052,-48.3311
81.056,-48.4754
81.06,-48.4483
81.064,-48.4572
81.068,-48.4809
81.072,-48.4981
81.076,-48.5105
81.08,-48.5196
81.084,-48.5138
81.088,-48.4811
81.092,-49.2549
81.096,-49.3525
81.1,-49.4061
81.104,-49.703
81.108,-49.9015
81.112,-50.0112
81.116,-50.0908
81.12,-50.0571
81.124,-50.4509
81.128,-50.651
81.132,-50.6459
81.136,-50.6044
81.14,-50.4947
81.144,-50.3641
81.148,-50.1971
81.152,-49.9898
81.156,-49.6646
81.16,-49.3596
81.164,-49.0998
81.168,-48.8319
81.172,-48.5851
81.176,-48.3934
81.18,-48.4691
81.184,-49.0572
81.188,-49.6046
81.192,-50.1225
81.196,-50.5674
81.2,-51.0108
81.204,-51.436
81.208,-51.8308
81.212,-52.1346
81.216,-52.3209
81.22,-52.2732
81.224,-52.1582
81.228,-51.9859
81.232,-51.7556
81.236,-51.4665
81.24,-51.1366
81.244,-50.6512
81.248,-50.1819
81.252,-49.7262
81.256,-48.8365
81.26,-48.0691
81.264,-47.4709
81.268,-46.9982
81.272,-46.6603
81.276,-46.4653
81.28,-46.4198
81.284,-46.381
81.288,-46.9734
81.292,-47.4036
81.296,-48.9542
81.3,-50.1146
81.304,-51.2325
81.308,-52.2678
81.312,-53.1915
81.316,-53.4839
81.32,-53.6103
81.324,-53.604
81.328,-53.4873
81.332,-53.2578
81.336,-52.9044
81.34,-52.4454
81.344,-51.9057
81.348,-51.2044
81.352,-50.4397
81.356,-49.686
81.36,-48.9786
81.364,-48.3759
81.368,-47.8158
81.372,-47.3479
81.376,-47.0326
81.38,-46.8753
81.384,-47.0399
81.388,-47.4518
81.392,-48.0432
81.396,-48.5071
81.4,-49.1192
81.404,-49.7872
81.408,-50.4442
81.412,-50.6118
81.416,-50.8366
81.42,-51.0171
81.424,-51.1138
81.428,-50.9752
81.432,-50.7921
81.436,-50.8471
81.44,-50.7944
81.444,-50.703
81.448,-50.5509
81.452,-50.3655
81.456,-50.0312
81.46,-49.6999
81.464,-49.3805
81.468,-49.0432
81.472,-48.7373
81.476,-48.5137
81.48,-48.3418
81.484,-48.2231
81.488,-48.1591
81.492,-48.1612
81.496,-48.266
81.5,-48.4797
81.504,-48.4706
81.508,-48.5594
81.512,-48.6239
81.516,-48.9803
81.52,-49.2907
81.524,-49.5849
81.528,-49.833
81.532,-49.8188
81.536,-49.816
81.54,-49.7951
81.544,-49.7494
81.548,-49.6826
81.552,-49.607
81.556,-49.5056
81.56,-49.2705
81.564,-49.0424
81.568,-48.8387
81.572,-48.6466
81.576,-48.4736
81.58,-48.3911
81.584,-48.3302
81.588,-48.3061
81.592,-48.354
81.596,-48.4577
81.6,-48.6533
81.604,-48.8469
81.608,-49.0391
81.612,-49.2475
81.616,-49.4332
81.62,-49.6025
81.624,-49.7426
81.628,-49.8616
81.632,-49.8964
81.636,-49.8822
81.64,-49.8236
81.644,-49.7737
81.648,-49.6662
81.652,-49.5281
81.656,-49.3641
81.66,-49.1778
81.664,-49.0191
81.668,-48.8374
81.672,-48.6641
81.676,-48.0149
81.68,-47.4431
81.684,-46.9652
81.688,-46.5765
81.692,-46.2638
81.696,-46.0345
81.7,-45.8949
81.704,-45.8687
81.708,-46.0166
81.712,-46.3132
81.716,-46.7177
81.72,-48.0089
81.724,-50.1676
81.728,-51.907
81.732,-54.0988
81.736,-55.7766
81.74,-57.0294
81.744,-57.8875
81.748,-58.3387
81.752,-58.3565
81.756,-58.1127
81.76,-57.645
81.764,-56.8471
81.768,-55.8422
81.772,-54.6609
81.776,-53.3572
81.78,-52.2648
81.784,-51.1297
81.788,-50.0325
81.792,-49.0325
81.796,-48.4496
81.8,-48.0364
81.804,-47.8608
81.808,-47.8932
81.812,-48.3123
81.816,-49.0637
81.82,-49.9361
81.824,-50.8964
81.828,-51.8861
81.832,-52.7939
81.836,-53.453
81.84,-54.1209
81.844,-54.6058
81.848,-54.8548
81.852,-54.7481
81.856,-54.5272
81.86,-54.1812
81.864,-53.7285
81.868,-53.1755
81.872,-52.7044
81.876,-51.9686
81.88,-51.2117
81.884,-50.4645
81.888,-49.6792
81.892,-48.9637
81.896,-48.5397
81.9,-48.1783
81.904,-47.9632
81.908,-47.9006
81.912,-48.0426
81.916,-48.163
81.92,-48.4911
81.924,-48.9186
81.928,-49.4355
81.932,-49.7248
81.936,-50.0552
81.94,-50.4155
81.944,-50.7288
81.948,-50.9734
81.952,-51.0994
81.956,-51.0837
81.96,-51.0705
81.964,-51.0034
81.968,-50.8906
81.972,-50.7295
81.976,-50.5922
81.98,-50.2431
81.984,-50.0107
81.988,-49.7754
81.992,-49.4264
81.996,-49.0918
82.0,-48.7974
82.004,-48.5465
82.008,-48.342
82.012,-48.1956
82.016,-48.1172
82.02,-48.0505
82.024,-48.1515
82.028,-48.3452
82.032,-48.6064
82.036,-48.8992
82.04,-49.215
82.044,-49.5131
82.048,-49.7468
82.052,-49.968
82.056,-50.163
82.06,-50.2359
82.064,-50.2543
82.068,-50.2677
82.072,-50.2172
82.076,-50.2235
82.08,-50.2969
82.084,-50.2699
82.088,-50.2005
82.092,-50.263
82.096,-50.2596
82.1,-50.2196
82.104,-50.1576
82.108,-50.0955
82.112,-50.024
82.116,-49.9445
82.12,-49.8489
82.124,-49.7581
82.128,-49.6715
82.132,-49.6441
82.136,-49.6208
82.14,-49.601
82.144,-49.5748
82.148,-49.5525
82.152,-49.5149
82.156,-49.4829
82.16,-49.4556
82.164,-49.4509
82.168,-49.4469
82.172,-49.4435
82.176,-49.4313
82.18,-49.498
82.184,-49.5809
82.188,-49.6411
82.192,-49.6848
82.196,-49.6183
82.2,-49.4689
82.204,-49.3415
82.208,-49.233
82.212,-49.1313
82.216,-48.9053
82.22,-48.7034
82.224,-48.5314
82.228,-48.4684
82.232,-48.2568
82.236,-48.1137
82.24,-48.0288
82.244,-47.9937
82.248,-48.0242
82.252,-48.1323
82.256,-48.3141
82.26,-48.5148
