sim_time, uav1/rotor_2_joint?0/velocity
208.22, -46.1104
208.224, -46.0431
208.228, -45.93
208.232, -45.8337
208.236, -45.6958
208.24, -45.5134
208.244, -45.3858
208.248, -45.2213
208.252, -45.1184
208.256, -44.9934
208.26, -44.9334
208.264, -44.8637
208.268, -44.795
208.272, -44.7364
208.276, -44.7144
208.28, -44.6956
208.284, -44.6702
208.288, -44.6301
208.292, -44.5773
208.296, -44.4209
208.3, -44.2784
208.304, -44.1477
208.308, -44.027
208.312, -43.8499
208.316, -43.6619
208.32, -43.5016
208.324, -43.393
208.328, -43.3189
208.332, -43.2836
208.336, -43.2967
208.34, -43.274
208.344, -43.3069
208.348, -43.3308
208.352, -43.6062
208.356, -43.6513
208.36, -43.7357
208.364, -43.8657
208.368, -44.0118
208.372, -44.1867
208.376, -44.1438
208.38, -44.1166
208.384, -44.0933
208.388, -44.0086
208.392, -43.9363
208.396, -43.8655
208.4, -43.8051
208.404, -43.7258
208.408, -43.6675
208.412, -43.6271
208.416, -43.6206
208.42, -43.6618
208.424, -43.709
208.428, -43.7261
208.432, -43.8072
208.436, -43.9349
208.44, -44.0793
208.444, -44.2184
208.448, -44.3367
208.452, -44.4742
208.456, -44.6256
208.46, -44.7528
208.464, -44.7098
208.468, -44.6639
208.472, -44.6062
208.476, -44.5478
208.48, -44.4144
208.484, -44.2822
208.488, -44.1324
208.492, -43.8005
208.496, -43.4433
208.5, -43.1483
208.504, -42.8783
208.508, -42.6761
208.512, -42.5316
208.516, -42.3621
208.52, -42.3198
208.524, -42.4765
208.528, -42.7796
208.532, -43.1716
208.536, -43.6626
208.54, -44.2083
208.544, -44.6734
208.548, -45.1659
208.552, -45.6611
208.556, -46.0895
208.56, -46.1943
208.564, -46.2015
208.568, -46.1858
208.572, -46.126
208.576, -46.0101
208.58, -45.772
208.584, -45.5041
208.588, -45.2108
208.592, -44.9052
208.596, -44.5426
208.6, -44.2058
208.604, -43.9094
208.608, -43.6662
208.612, -43.4682
208.616, -43.346
208.62, -43.316
208.624, -43.3204
208.628, -43.4784
208.632, -43.7651
208.636, -44.1109
208.64, -44.2244
