sim_time, uav1/rotor_3_joint?0/velocity
291.428, -48.2988
291.432, -48.3661
291.436, -48.4321
291.44, -48.4801
291.444, -48.5149
291.448, -48.5918
291.452, -48.6648
291.456, -48.7007
291.46, -48.7267
291.464, -48.7456
291.468, -48.7159
291.472, -48.6905
291.476, -48.6318
291.48, -48.5724
291.484, -48.5032
291.488, -48.4257
291.492, -48.3504
291.496, -48.277
291.5, -48.2144
291.504, -48.161
291.508, -48.1156
291.512, -48.0769
291.516, -48.0625
291.52, -48.0502
291.524, -48.049
291.528, -48.0815
291.532, -48.1223
291.536, -48.1863
291.54, -48.2499
291.544, -48.2962
291.548, -48.3297
291.552, -48.3713
291.556, -48.4015
291.56, -48.4235
291.564, -48.4394
291.568, -48.451
291.572, -48.437
291.576, -48.3693
291.58, -48.3115
291.584, -48.2623
291.588, -48.2204
291.592, -48.1661
291.596, -48.1199
291.6, -48.0898
291.604, -48.0734
291.608, -48.0688
291.612, -48.0786
291.616, -48.103
291.62, -48.1378
291.624, -48.1803
291.628, -48.2112
291.632, -48.2679
291.636, -48.3264
291.64, -48.3688
291.644, -48.4168
291.648, -48.4517
291.652, -48.4375
291.656, -48.4255
291.66, -48.4059
291.664, -48.3335
291.668, -48.2625
291.672, -48.2391
291.676, -48.21
291.68, -48.1759
291.684, -48.1468
291.688, -48.1313
291.692, -48.118
291.696, -48.1161
291.7, -48.1144
291.704, -48.113
291.708, -48.1118
291.712, -48.1107
291.716, -48.1263
291.72, -48.172
291.724, -48.2224
291.728, -48.2418
291.732, -48.2401
291.736, -48.2294
291.74, -48.2202
291.744, -48.223
291.748, -48.2422
291.752, -48.2405
291.756, -48.2204
291.76, -48.194
291.764, -48.1715
291.768, -48.143
291.772, -48.0817
291.776, -48.0386
291.78, -48.0019
291.784, -47.9613
291.788, -48.0005
291.792, -48.0462
291.796, -48.0793
291.8, -48.1722
291.804, -48.2741
291.808, -48.348
291.812, -48.4189
291.816, -48.4875
291.82, -48.5374
291.824, -48.5736
291.828, -48.5999
291.832, -48.6018
291.836, -48.5933
291.84, -48.5675
291.844, -48.5269
291.848, -48.4645
291.852, -48.402
291.856, -48.3394
291.86, -48.2861
291.864, -48.2406
291.868, -48.1926
291.872, -48.1796
291.876, -48.1778
291.88, -48.1485
291.884, -48.1327
291.888, -48.0636
291.892, -48.0138
291.896, -47.9808
291.9, -47.9713
291.904, -47.9631
291.908, -47.9562
291.912, -47.9503
291.916, -48.0613
291.92, -48.1419
291.924, -48.2004
291.928, -48.243
291.932, -48.3082
291.936, -48.3728
291.94, -48.4369
291.944, -48.4835
291.948, -48.4646
291.952, -48.4392
291.956, -48.4083
291.96, -48.3635
291.964, -48.3159
291.968, -48.2754
291.972, -48.2802
291.976, -48.2837
291.98, -48.2863
291.984, -48.2882
291.988, -48.2704
291.992, -48.2459
291.996, -48.225
292, -48.2165
292.004, -48.2
292.008, -48.2083
292.012, -48.2487
292.016, -48.2609
292.02, -48.2869
292.024, -48.3058
292.028, -48.3195
292.032, -48.3295
292.036, -48.3883
292.04, -48.431
292.044, -48.3363
292.048, -48.2556
292.052, -48.1868
292.056, -48.1096
292.06, -48.0345
292.064, -47.9706
292.068, -47.9161
292.072, -47.8696
292.076, -47.8486
292.08, -47.9703
292.084, -48.0758
292.088, -48.204
292.092, -48.3315
292.096, -48.4413
292.1, -48.5726
292.104, -48.6679
292.108, -48.7543
292.112, -48.9203
292.116, -49.0579
292.12, -49.1407
292.124, -49.1836
292.128, -49.1977
292.132, -49.2423
292.136, -49.2041
292.14, -49.1344
292.144, -49.0471
292.148, -48.9448
292.152, -48.8484
292.156, -48.7291
292.16, -48.5995
292.164, -48.517
292.168, -48.4375
292.172, -48.3697
292.176, -48.3026
292.18, -48.2548
292.184, -48.2234
292.188, -48.2059
292.192, -48.2003
292.196, -48.2085
292.2, -48.2317
292.204, -48.213
292.208, -48.235
292.212, -48.2682
292.216, -48.3094
292.22, -48.307
292.224, -48.3377
292.228, -48.3599
292.232, -48.3761
292.236, -48.3878
292.24, -48.3963
292.244, -48.4369
292.248, -48.4664
292.252, -48.4706
292.256, -48.463
292.26, -48.4565
292.264, -48.4806
292.268, -48.481
292.272, -48.4812
292.276, -48.472
292.28, -48.4456
292.284, -48.4139
292.288, -48.3868
292.292, -48.3823
292.296, -48.3691
292.3, -48.3672
292.304, -48.3814
292.308, -48.3591
292.312, -48.3401
292.316, -48.3239
292.32, -48.3008
292.324, -48.2997
292.328, -48.3152
292.332, -48.3436
292.336, -48.4158
292.34, -48.4683
292.344, -48.5063
292.348, -48.5684
292.352, -48.6306
292.356, -48.7102
292.36, -48.7852
292.364, -48.8396
292.368, -48.8792
292.372, -48.8907
292.376, -48.8767
292.38, -48.8369
292.384, -48.7937
292.388, -48.7847
292.392, -48.7677
292.396, -48.7347
292.4, -48.688
292.404, -48.6482
292.408, -48.5864
292.412, -48.5338
292.416, -48.4797
292.42, -48.4335
292.424, -48.3942
292.428, -48.3793
292.432, -48.3759
292.436, -48.4392
292.44, -48.5197
292.444, -48.5781
292.448, -48.6549
292.452, -48.7279
292.456, -48.798
292.46, -48.8489
292.464, -48.8687
292.468, -48.9518
292.472, -49.0122
292.476, -49.056
292.48, -49.0879
292.484, -49.111
292.488, -49.1015
292.492, -49.0934
292.496, -48.9843
292.5, -48.8728
292.504, -48.7777
292.508, -48.6689
292.512, -48.5762
292.516, -48.4879
292.52, -48.4033
292.524, -48.3313
292.528, -48.2885
292.532, -48.2613
292.536, -48.2475
292.54, -48.245
292.544, -48.2582
292.548, -48.3021
292.552, -48.3856
292.556, -48.4979
292.56, -48.5965
292.564, -48.6854
292.568, -48.7499
292.572, -48.7968
292.576, -48.848
292.58, -48.9024
292.584, -48.9419
292.588, -48.9706
292.592, -48.9634
292.596, -48.9571
292.6, -48.9147
292.604, -48.86
292.608, -48.804
292.612, -48.7471
292.616, -48.68
292.62, -48.6042
292.624, -48.5303
292.628, -48.4674
292.632, -48.4138
292.636, -48.3681
292.64, -48.4679
292.644, -48.5404
292.648, -48.6274
292.652, -48.725
292.656, -48.8302
292.66, -48.9238
292.664, -48.9918
292.668, -49.024
292.672, -49.0474
292.676, -49.0473
292.68, -49.0472
292.684, -49.01
292.688, -48.9411
292.692, -48.8453
292.696, -48.7264
292.7, -48.6065
292.704, -48.5044
292.708, -48.4081
292.712, -48.3261
292.716, -48.2655
292.72, -48.2138
292.724, -48.1791
292.728, -48.1589
292.732, -48.1784
292.736, -48.2442
292.74, -48.3607
292.744, -48.4969
292.748, -48.6302
292.752, -48.7614
292.756, -48.9254
292.76, -49.0617
292.764, -49.1607
292.768, -49.2326
292.772, -49.2849
292.776, -49.259
292.78, -49.2183
292.784, -49.1558
292.788, -49.121
292.792, -49.0636
292.796, -48.9961
292.8, -48.92
292.804, -48.8366
292.808, -48.7562
292.812, -48.6784
292.816, -48.6029
292.82, -48.5386
292.824, -48.6606
292.828, -48.7491
292.832, -48.8649
292.836, -48.9662
292.84, -49.0569
292.844, -49.1572
292.848, -49.1956
292.852, -49.2064
292.856, -49.1921
292.86, -49.1706
292.864, -49.1523
292.868, -49.1274
292.872, -49.0969
292.876, -49.0708
292.88, -48.9837
292.884, -48.9094
292.888, -48.8182
292.892, -48.7312
292.896, -48.6293
292.9, -48.5331
292.904, -48.4233
292.908, -48.3019
292.912, -48.1984
292.916, -48.1288
292.92, -48.0881
292.924, -48.0442
292.928, -48.0253
292.932, -48.0643
292.936, -48.1442
292.94, -48.2537
292.944, -48.3332
292.948, -48.477
292.952, -48.6502
292.956, -48.776
292.96, -48.8845
292.964, -48.9977
292.968, -49.0799
292.972, -49.1396
292.976, -49.183
292.98, -49.2489
292.984, -49.2796
292.988, -49.2638
292.992, -49.2411
292.996, -49.203
293, -49.1521
293.004, -49.0901
293.008, -49.0094
293.012, -48.9221
293.016, -48.8478
293.02, -48.7751
293.024, -48.6946
293.028, -48.6539
293.032, -48.647
293.036, -48.6704
293.04, -48.7047
293.044, -48.7296
293.048, -48.7821
293.052, -48.8374
293.056, -48.912
293.06, -48.9833
293.064, -49.0008
293.068, -48.9984
293.072, -48.9963
293.076, -49.0102
293.08, -49.0202
293.084, -49.0056
293.088, -48.9374
293.092, -48.8699
293.096, -48.8496
293.1, -48.8138
293.104, -48.7461
293.108, -48.6606
293.112, -48.597
293.116, -48.5521
293.12, -48.5139
293.124, -48.472
293.128, -48.4364
293.132, -48.4245
293.136, -48.4402
293.14, -48.486
293.144, -48.5536
293.148, -48.6027
293.152, -48.6727
293.156, -48.7579
293.16, -48.9746
293.164, -49.1491
293.168, -49.2758
293.172, -49.3507
293.176, -49.3707
293.18, -49.3852
293.184, -49.3724
293.188, -49.3335
293.192, -49.2726
293.196, -49.1927
293.2, -49.0876
293.204, -48.9794
293.208, -48.8686
293.212, -48.7464
293.216, -48.6237
293.22, -48.5191
293.224, -48.43
293.228, -48.4098
293.232, -48.3926
293.236, -48.3872
293.24, -48.4303
293.244, -48.4788
293.248, -48.5656
293.252, -48.6459
293.256, -48.7385
293.26, -48.823
293.264, -48.9187
293.268, -48.971
293.272, -49.0261
293.276, -49.0662
293.28, -49.1125
293.284, -49.1461
293.288, -49.1407
293.292, -49.1268
293.296, -49.115
293.3, -49.0864
293.304, -49.0249
293.308, -48.9539
293.312, -48.8841
293.316, -48.8246
293.32, -48.7831
293.324, -48.7293
293.328, -48.6555
293.332, -48.6019
293.336, -48.5562
293.34, -48.5172
293.344, -48.4748
293.348, -48.448
293.352, -48.4251
293.356, -48.4406
293.36, -48.469
293.364, -48.524
293.368, -48.5468
293.372, -48.5806
293.376, -48.6394
293.38, -48.6822
293.384, -48.7304
293.388, -48.7654
293.392, -48.808
293.396, -48.8562
293.4, -48.9084
293.404, -48.9291
293.408, -48.9279
293.412, -48.9177
293.416, -48.8996
293.42, -48.875
293.424, -48.8447
293.428, -48.8096
293.432, -48.7611
293.436, -48.6919
293.44, -48.8751
293.444, -49.008
293.448, -49.0873
293.452, -49.1277
293.456, -49.1157
293.46, -49.1055
293.464, -49.0504
293.468, -49.0035
293.472, -48.9913
293.476, -48.9623
293.48, -48.8727
293.484, -48.7869
293.488, -48.7045
293.492, -48.5972
293.496, -48.5056
293.5, -48.4277
293.504, -48.3241
293.508, -48.2451
293.512, -48.1964
293.516, -48.1363
293.52, -48.0944
293.524, -48.0681
293.528, -48.0642
293.532, -48.1267
293.536, -48.2409
293.54, -48.3582
293.544, -48.4606
293.548, -48.5865
293.552, -48.7295
293.556, -48.8678
293.56, -48.9854
293.564, -49.088
293.568, -49.2314
293.572, -49.3182
293.576, -49.347
293.58, -49.2562
293.584, -49.1602
293.588, -49.0598
293.592, -48.9556
293.596, -48.839
293.6, -48.721
293.604, -48.5926
293.608, -48.4647
293.612, -48.3835
293.616, -48.3237
293.62, -48.282
293.624, -48.2279
293.628, -48.2004
293.632, -48.1955
293.636, -48.205
293.64, -48.2462
293.644, -48.3278
293.648, -48.387
293.652, -48.4644
293.656, -48.555
293.66, -48.6724
293.664, -48.7405
293.668, -48.7899
293.672, -48.8258
293.676, -48.8518
293.68, -48.8435
293.684, -48.8271
293.688, -48.8038
293.692, -48.9219
293.696, -48.9733
293.7, -48.9934
293.704, -48.9827
293.708, -48.9644
293.712, -49.0042
293.716, -49.0159
293.72, -49.0112
293.724, -48.9979
293.728, -48.968
293.732, -48.924
293.736, -48.8678
293.74, -48.7922
293.744, -48.709
293.748, -48.6289
293.752, -48.5699
293.756, -48.5104
293.76, -48.4596
293.764, -48.4163
293.768, -48.4169
293.772, -48.4518
293.776, -48.5116
293.78, -48.5893
293.784, -48.6458
293.788, -48.6868
293.792, -48.7338
293.796, -48.7851
293.8, -48.8395
293.804, -48.8962
293.808, -48.9374
293.812, -48.9501
293.816, -48.9766
293.82, -48.9958
293.824, -49.0097
